;year;selling_price;km_driven;seats;mileage;max_power;torque_nm;torque_rpm;engine;fuel_Diesel;fuel_LPG;fuel_Petrol;seller_type_Individual;seller_type_Trustmark Dealer;transmission_Manual;owner_Fourth & Above Owner;owner_Second Owner;owner_Test Drive Car;owner_Third Owner;brand_mte
742;2012;11.51293546492023;10.839600519357369;4.0;16.1;37.0;59.0;2500.0;796;0;0;1;1;0;1;0;0;0;0;12.5584572031232
743;2009;12.429220196836383;11.561725152903833;5.0;12.9;130.0;172.0;4300.0;1799;0;0;1;1;0;0;0;1;0;0;13.01517464681753
744;2014;13.60479076121576;11.51293546492023;7.0;15.1;140.0;330.0;2200.0;2179;1;0;0;1;0;1;0;0;0;0;13.08065822994122
745;2010;12.013706813470414;10.308985993422082;5.0;19.7;46.3;62.0;3000.0;796;0;0;1;1;0;1;0;0;0;1;12.697889662545427
746;2016;12.92391243868049;11.002116507732017;10.0;12.2;105.3;263.7;2500.0;1994;1;0;0;1;0;1;0;1;0;0;12.271370729937486
747;2013;12.971542813248437;11.362114203075018;5.0;22.9;74.0;190.0;2000.0;1248;1;0;0;1;0;1;0;1;0;0;12.524476094641185
748;2015;12.611541086966115;9.61587214452889;7.0;20.62;67.0;104.0;4000.0;1198;0;0;1;1;0;1;0;0;0;0;12.698682563819279
749;2011;12.765691290604371;11.83138646878959;5.0;19.3;73.9;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;1;12.596952550014322
750;2018;12.899222326086994;11.002116507732017;5.0;23.01;67.0;91.0;4250.0;999;0;0;1;1;0;1;0;0;0;0;12.903239431500099
751;2016;12.948012371209098;11.156264806643742;7.0;18.2;73.74;172.5;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.347416163468361
752;2015;12.971542813248437;8.517393171418904;5.0;20.51;67.04;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;0;12.725060371909157
753;2017;13.258642740896052;10.308985993422082;5.0;20.4;81.8;113.0;4200.0;1197;0;0;1;1;0;1;0;0;0;0;12.757293834334428
754;2015;12.25486757159303;10.596659732783579;5.0;21.1;55.2;74.5;4000.0;814;0;0;1;1;0;1;0;0;0;0;12.82360029697262
755;2015;13.304686600863562;11.002116507732017;5.0;19.01;108.45;248.0;2250.0;1461;1;0;0;1;0;1;0;0;0;0;12.911771219203818
756;2008;11.918397239722838;11.156264806643742;5.0;17.7;78.0;124.46000000000001;2700.0;1497;0;0;1;1;0;1;0;0;0;1;13.13738849051618
757;2019;13.217675375388819;9.61587214452889;5.0;20.3;84.0;114.0;3500.0;1199;0;0;1;1;0;1;0;0;0;0;12.474645140154392
758;2011;12.676079399771027;11.608244735642321;5.0;19.3;73.9;190.0;2000.0;1248;1;0;0;1;0;1;0;1;0;0;12.685372916574376
759;2000;11.289794413577894;11.156264806643742;4.0;16.1;37.0;59.0;2500.0;796;0;0;1;1;0;1;1;0;0;0;12.578020460636267
760;2019;13.592368256649284;9.210440366976517;5.0;27.4;98.63;200.0;1750.0;1498;1;0;0;1;0;1;0;0;0;0;13.128749620200086
761;2013;13.122365377402328;11.002116507732017;7.0;16.02;93.7;130.0;4000.0;1373;0;0;1;1;0;1;0;0;0;0;12.609585660291234
762;2011;12.345834587905333;11.608244735642321;5.0;18.8;90.0;200.0;2375.0;1248;1;0;0;1;0;1;0;1;0;0;12.457973882307105
763;2015;13.353476685668044;10.463131911491967;5.0;18.6;81.83;114.7;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.752646658018508
764;2016;12.154784614286667;11.156264806643742;8.0;16.8;34.2;59.0;2500.0;796;0;0;1;1;0;1;0;1;0;0;12.666485426040483
765;2011;13.017005083966255;11.51293546492023;7.0;13.6;63.0;180.0;1470.0;2523;1;0;0;1;0;1;0;1;0;0;13.199267625499724
766;2008;11.461642696843066;11.695255355062795;5.0;19.7;46.3;62.0;3000.0;796;0;0;1;1;0;1;0;0;0;0;12.582534629513614
767;2009;11.522885696764481;11.407576060361786;8.0;19.7;35.0;59.78;3000.0;796;0;0;1;1;0;1;1;0;0;0;12.630251697296787
768;2016;13.122365377402328;11.156264806643742;5.0;25.8;98.6;200.0;1750.0;1498;1;0;0;1;0;1;0;1;0;0;13.199080645377583
769;2014;13.835313185260453;11.385103457032141;7.0;12.99;100.6;200.0;2400.0;2494;1;0;0;1;0;1;0;1;0;0;13.402991258483151
770;2012;12.404927602627597;10.545367754151743;5.0;21.1;55.2;74.5;4000.0;814;0;0;1;1;0;1;0;0;0;0;12.72465978624354
771;2013;12.429220196836383;11.407576060361786;5.0;20.51;67.04;90.0;3500.0;998;0;0;1;1;0;1;0;1;0;0;12.703859703776676
772;2016;13.399996629152975;11.002116507732017;5.0;21.4;83.1;115.0;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.726614741484225
773;2010;12.506180941677357;11.002116507732017;5.0;18.5;80.0;111.72000000000001;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.90117957562174
774;2012;12.54254845357358;11.958002235442097;5.0;23.2;73.94;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;0;12.64055427117781
775;2017;13.864301674514206;11.002116507732017;5.0;19.67;126.2;259.9;2325.0;1582;1;0;0;1;0;1;0;0;0;0;12.893181926878368
776;2017;13.171155446333852;11.156264806643742;5.0;20.85;83.14;115.0;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.682064159388451
777;2017;13.652992804936396;10.463131911491967;5.0;23.9;126.2;259.9;2325.0;1582;1;0;0;1;0;1;0;0;0;0;12.718858463110902
778;2016;13.968232503350668;10.819798284210286;7.0;16.0;140.0;320.0;2200.0;1997;1;0;0;1;0;1;0;0;0;0;13.271095904426597
779;2012;12.75130259456002;10.819798284210286;5.0;18.6;85.8;114.0;4000.0;1197;0;0;1;1;0;1;0;1;0;0;12.564189306185874
780;2007;11.461642696843066;11.51293546492023;5.0;17.8;63.0;96.04000000000002;3000.0;1086;0;0;1;1;0;1;0;1;0;0;12.937798654700833
781;2015;12.392556361841777;9.61587214452889;5.0;22.74;47.3;69.0;3500.0;796;0;0;1;1;0;1;0;0;0;0;12.637592783368767
782;2015;12.367345048436391;9.90353755128617;5.0;22.74;47.3;69.0;3500.0;796;0;0;1;1;0;1;0;0;0;0;12.73441631609844
783;2015;13.329379172803593;11.289794413577894;5.0;22.77;98.59;205.0;2500.0;1498;1;0;0;1;0;1;0;0;0;0;12.86810069577672
784;2014;12.765691290604371;11.608244735642321;5.0;20.8;64.1;160.0;2000.0;1461;1;0;0;1;0;1;0;1;0;0;13.172353060453522
785;2014;12.765691290604371;10.463131911491967;5.0;20.51;67.04;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;0;12.539012270462983
786;2014;12.847929163278053;10.463131911491967;5.0;20.51;67.04;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;0;12.743581470231645
787;2017;12.899222326086994;11.849404844423074;7.0;14.07;69.01;223.0;1900.0;2956;1;0;0;1;0;1;0;0;0;0;12.46870936132916
788;2010;12.301387370778713;10.596659732783579;5.0;19.0;67.1;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;0;12.743307265316325
789;2008;12.506180941677357;11.608244735642321;7.0;14.4;120.0;249.9;2250.0;2179;1;0;0;1;0;1;0;0;0;1;12.379957194790506
790;2012;12.524530013005734;11.156264806643742;5.0;18.5;85.8;114.0;4000.0;1197;0;0;1;1;0;1;0;1;0;0;12.593570146417816
791;2009;11.736077016252437;11.51293546492023;5.0;17.0;71.0;135.0;2500.0;1405;1;0;0;1;0;1;0;1;0;0;12.396410798885665
792;2015;12.793862088206213;9.90353755128617;5.0;19.81;68.05;99.04;4500.0;1086;0;0;1;1;0;1;0;0;0;0;12.957320680416034
793;2019;13.217675375388819;9.61587214452889;5.0;18.9;81.86;113.75;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.745236563632105
794;2011;12.206077645517674;11.156264806643742;5.0;16.6;68.0;159.74;2000.0;1388;0;0;1;1;0;1;0;1;0;0;12.925374226120564
795;2016;12.69771850797869;9.90353755128617;6.0;18.15;82.0;115.0;3550.0;1198;0;0;1;1;0;1;0;0;0;0;13.174600135112339
796;2016;12.959846800844963;9.61587214452889;5.0;19.81;68.05;99.04;4500.0;1086;0;0;1;1;0;1;0;0;0;0;12.830761809895359
797;2017;13.3374763699232;11.580593459194764;5.0;28.4;74.02;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;0;12.65800766982845
798;2011;11.775297421715827;10.896757843893464;5.0;18.4;75.0;190.0;1750.0;1248;1;0;0;1;0;1;0;1;0;0;12.368050024950936
799;2009;11.695255355062795;10.968215530759236;5.0;19.7;46.3;62.0;3000.0;796;0;0;1;1;0;1;0;0;0;0;12.76508469896344
800;2011;12.899222326086994;11.608244735642321;8.0;12.05;120.0;290.0;2300.0;2179;1;0;0;1;0;1;0;1;0;0;13.196942141612887
801;2007;12.128116509451258;11.407576060361786;5.0;16.8;110.0;235.20000000000002;2325.0;1493;1;0;0;1;0;1;1;0;0;0;12.933562672019645
802;2015;12.230765258120545;10.668978650219241;5.0;20.3;68.05;94.14;3500.0;998;0;0;1;1;0;1;0;1;0;0;12.864872814404686
803;2017;13.345508528717259;10.668978650219241;5.0;28.4;74.02;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;0;12.661803860495493
804;2013;13.304686600863562;11.002116507732017;7.0;20.77;88.8;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.655330720799455
805;2011;11.918397239722838;11.918397239722838;5.0;12.8;85.0;117.60000000000001;3500.0;1396;0;0;1;1;0;1;0;0;0;0;12.415267241229568
806;2013;12.345834587905333;10.736418414365376;5.0;18.2;84.8;113.0;5000.0;1199;0;0;1;1;0;1;0;0;0;0;12.260669819325297
807;2018;12.301387370778713;9.210440366976517;8.0;16.8;34.2;59.0;2500.0;796;0;0;1;1;0;1;0;0;0;0;12.754962235417253
808;2016;13.263864675787632;10.463131911491967;5.0;18.6;81.83;114.7;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.921311617114437
809;2016;12.487488878546145;10.819798284210286;5.0;25.17;53.3;72.0;4386.0;799;0;0;1;1;0;1;0;0;0;0;12.799254158672673
810;2005;10.819798284210286;11.002116507732017;5.0;18.9;46.3;62.0;3000.0;796;0;0;1;1;0;1;0;0;0;1;12.609018305158912
811;2011;12.611541086966115;11.289794413577894;5.0;22.32;126.32;259.8;2325.0;1582;1;0;0;1;0;1;0;0;0;0;12.947261223141549
812;2017;12.948012371209098;11.608244735642321;5.0;24.7;69.0;140.0;2400.0;1047;1;0;0;1;0;1;0;0;0;0;12.376495464704504
813;2015;13.527829818844937;9.546884034617925;7.0;20.77;88.76;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.66763199284022
814;2012;12.013706813470414;11.002116507732017;5.0;30.46;47.3;69.0;3500.0;796;0;0;0;1;0;1;0;1;0;0;12.58330700144233
815;2017;12.577639650232573;10.239995502805316;5.0;25.17;53.3;72.0;4386.0;799;0;0;1;1;0;1;0;0;0;0;12.94891149569556
816;2011;11.982935344196433;10.950824090522445;5.0;21.1;55.2;74.5;4000.0;814;0;0;1;1;0;1;0;0;0;0;12.777225408524554
817;2017;13.451668563394815;10.819798284210286;5.0;26.59;74.0;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;0;12.684727023109554
818;2012;12.35017731849889;11.156264806643742;5.0;26.2;58.2;77.0;3500.0;998;0;1;0;1;0;1;0;0;0;0;12.54680215093668
819;2015;13.864301674514206;11.002116507732017;5.0;21.43;87.2;205.0;2300.0;1364;1;0;0;1;0;1;0;0;0;0;13.439694117281046
820;2013;12.899222326086994;11.156264806643742;5.0;18.5;82.85;113.7;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.914260388913707
821;2016;13.122365377402328;10.596659732783579;5.0;18.6;81.83;114.7;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.950488266399226
822;2010;11.918397239722838;11.695255355062795;5.0;21.12;88.8;200.0;2375.0;1248;1;0;0;1;0;1;0;1;0;0;12.398126549476455
823;2016;12.899222326086994;11.849404844423074;7.0;14.02;118.3;280.0;2600.0;2179;1;0;0;1;0;1;0;1;0;0;13.117916767115306
824;2010;11.695255355062795;11.51293546492023;5.0;17.0;70.0;132.3;2500.0;1405;1;0;0;1;0;1;0;1;0;0;12.564437776084262
825;2014;13.081543466215237;11.695255355062795;7.0;14.02;118.3;280.0;2600.0;2179;1;0;0;1;0;1;0;1;0;0;13.294188499624667
826;2013;12.206077645517674;11.695255355062795;5.0;19.09;69.01;135.0;2500.0;1405;1;0;0;1;0;1;0;1;0;0;12.349506583339137
827;2012;12.611541086966115;11.06665398721974;5.0;17.8;67.0;160.0;2000.0;1399;1;0;0;1;0;1;0;1;0;0;12.972726419587039
828;2015;12.765691290604371;10.12667110305036;5.0;23.1;67.04;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;0;12.718603348371026
829;2019;13.270785106659046;9.392745258631441;7.0;20.0;72.0;96.0;3500.0;999;0;0;1;1;0;1;0;0;0;0;12.921243276210792
830;2012;12.206077645517674;11.156264806643742;5.0;25.44;57.6;150.0;1750.0;936;1;0;0;1;0;1;0;1;0;0;12.398070126712549
831;2016;13.527829818844937;11.695255355062795;5.0;11.0;120.0;280.0;2300.0;2179;1;0;0;1;0;1;0;0;0;0;13.2056289614582
832;2016;12.472279517715116;11.407576060361786;5.0;25.17;53.3;72.0;4386.0;799;0;0;1;1;0;1;0;0;0;0;12.918740129636335
833;2015;12.82396003700373;10.596659732783579;5.0;18.2;82.4;108.5;5000.0;1199;0;0;1;1;0;1;0;0;0;0;12.26154876859819
834;2010;12.676079399771027;12.611541086966115;7.0;13.6;63.0;180.0;1470.0;2523;1;0;0;1;0;1;0;0;0;1;13.085752953759153
835;2012;12.230765258120545;11.695255355062795;5.0;19.09;69.0;135.0;2500.0;1396;1;0;0;1;0;1;0;1;0;0;12.388019837798806
836;2003;11.608244735642321;11.407576060361786;5.0;13.2;94.0;122.50000000000001;3500.0;1495;0;0;1;1;0;1;0;1;0;0;12.778863118972794
837;2009;11.918397239722838;11.51293546492023;5.0;17.7;68.0;156.8;2000.0;1399;1;0;0;1;0;1;1;0;0;0;12.981930981674964
838;2016;13.345508528717259;11.407576060361786;7.0;15.96;62.1;195.0;1800.0;2523;1;0;0;1;0;1;0;1;0;0;13.303317178331902
839;2017;14.077875591662238;10.819798284210286;7.0;15.4;120.0;280.0;2300.0;1997;1;0;0;1;0;1;0;1;0;0;13.250118813482342
840;2015;13.710151153416941;12.031725210748633;5.0;20.6;141.0;320.0;2375.0;1968;1;0;0;1;0;1;0;0;0;0;12.865060495994255
841;2010;12.100717685412471;11.608244735642321;5.0;20.0;68.0;160.0;2000.0;1399;1;0;0;1;0;1;0;1;0;0;12.855265506497783
842;2010;12.95039048795861;11.695255355062795;7.0;13.6;63.0;180.0;1470.0;2523;1;0;0;1;0;1;0;1;0;0;13.188257889234592
843;2017;13.710151153416941;10.596659732783579;5.0;25.5;98.6;200.0;1750.0;1498;1;0;0;1;0;1;0;0;0;0;13.110200683613675
844;2006;12.013706813470414;11.608244735642321;5.0;17.7;78.0;124.46000000000001;2700.0;1497;0;0;1;1;0;1;0;1;0;0;13.06776931805722
845;2010;12.506180941677357;11.51293546492023;5.0;21.9;90.0;219.52;2250.0;1396;1;0;0;1;0;1;1;0;0;0;12.821904907283065
846;2017;13.527829818844937;10.596659732783579;5.0;24.3;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.603313444279351
847;2019;13.527829818844937;10.308985993422082;5.0;18.6;81.86;114.73;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.940546351563842
848;2002;10.596659732783579;11.289794413577894;4.0;16.1;37.0;59.0;2500.0;796;0;0;1;1;0;1;0;0;0;1;12.631850605949419
849;2011;12.154784614286667;11.407576060361786;5.0;20.0;68.0;160.0;2000.0;1399;1;0;0;1;0;1;0;1;0;0;12.825190627002659
850;2009;12.886643575525625;12.206077645517674;7.0;12.8;102.0;199.92;2400.0;2494;1;0;0;1;0;1;0;0;0;1;13.333416914935311
851;2010;13.592368256649284;11.736077016252437;7.0;11.5;171.0;343.0;2400.0;2982;1;0;0;1;0;1;0;1;0;0;13.512234923227146
852;2011;12.660331092405906;11.289794413577894;5.0;17.0;80.0;111.72000000000001;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.922119423201654
853;2014;14.285514812209815;10.691967639914864;5.0;16.55;147.51;320.0;2125.0;1968;1;0;0;1;0;0;0;1;0;0;14.48950211072454
854;2013;12.92391243868049;11.407576060361786;5.0;23.59;67.04;170.0;2100.0;1364;1;0;0;1;0;1;0;0;0;0;13.562316671941645
855;2013;12.73670383776449;11.156264806643742;5.0;18.5;82.85;113.7;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.731946399968376
856;2015;12.506180941677357;10.668978650219241;5.0;21.1;55.2;74.5;4000.0;814;0;0;1;1;0;1;0;0;0;0;12.85633592638719
857;2017;12.54254845357358;11.289794413577894;5.0;22.95;74.0;190.0;2375.0;1248;1;0;0;1;0;1;0;0;0;0;12.479706776339127
858;2012;11.775297421715827;11.002116507732017;5.0;22.3;74.0;190.0;2375.0;1248;1;0;0;1;0;1;0;0;0;0;12.594181568817751
859;2014;12.468440756144114;9.84934810643548;5.0;21.1;55.2;74.5;4000.0;814;0;0;1;1;0;1;0;0;0;0;12.704383034325813
860;2018;13.47302165746721;11.156264806643742;5.0;24.0;73.97;190.24;2000.0;1186;1;0;0;1;0;1;0;0;0;0;12.81077258721631
861;2013;12.230765258120545;11.51293546492023;7.0;15.1;73.0;101.0;3000.0;1196;0;0;1;1;0;1;0;0;0;1;12.755875898390975
862;2017;12.611541086966115;11.002116507732017;7.0;20.62;67.0;104.0;4000.0;1198;0;0;1;1;0;1;0;0;0;0;12.75314880982897
863;2009;12.100717685412471;11.87757552297847;5.0;19.3;73.9;190.0;2000.0;1248;1;0;0;1;0;1;0;1;0;0;12.657256259918153
864;2016;13.45883704259595;11.695255355062795;7.0;18.49;100.0;240.0;2200.0;1493;1;0;0;1;0;1;0;0;0;0;13.168146105312175
865;2012;12.676079399771027;11.588274095760077;5.0;21.9;90.0;219.52;2250.0;1396;1;0;0;1;0;1;0;1;0;0;12.94499984934886
866;2020;12.821260987319457;9.61587214452889;5.0;22.05;47.3;69.0;3500.0;796;0;0;1;1;0;1;0;0;0;0;12.591421371615054
867;2018;12.73670383776449;9.210440366976517;5.0;25.17;53.3;72.0;4386.0;799;0;0;1;1;0;1;0;0;0;0;13.011697773793482
868;2019;13.854732232655556;7.390798521735676;6.0;19.01;103.2;138.0;4400.0;1462;0;0;1;1;0;1;0;0;0;0;12.735516274703217
869;2018;13.527829818844937;10.308985993422082;5.0;21.19;88.76;219.66;2125.0;1396;1;0;0;1;0;1;0;0;0;0;12.935141134400737
870;2018;13.304686600863562;11.156264806643742;9.0;18.49;120.0;280.0;2300.0;2179;1;0;0;1;0;1;0;0;0;0;13.180776730117664
871;2016;13.217675375388819;11.156264806643742;9.0;15.96;63.0;180.0;1470.0;2523;1;0;0;1;0;1;0;0;0;0;13.317773418328484
872;2013;13.304686600863562;11.461642696843066;7.0;12.99;100.57;200.0;2400.0;2494;1;0;0;1;0;1;0;1;0;0;13.449428156663593
873;2017;13.217675375388819;10.819798284210286;5.0;24.7;69.0;140.0;2400.0;1047;1;0;0;1;0;1;0;0;0;0;12.438187294486465
874;2015;13.527829818844937;11.982935344196433;5.0;25.1;98.6;200.0;1750.0;1498;1;0;0;1;0;1;0;0;0;0;13.031503775194235
875;2019;13.017005083966255;9.210440366976517;5.0;20.3;68.0;99.0;4500.0;1086;0;0;1;1;0;1;0;0;0;0;12.859287734737913
876;2012;12.899222326086994;11.51293546492023;7.0;20.77;88.76;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;1;12.64398639301006
877;2016;13.161586013632684;10.819798284210286;5.0;25.2;74.0;190.0;2000.0;1248;1;0;0;1;0;1;0;1;0;0;12.591138648533777
878;2013;12.201065128819632;11.002116507732017;5.0;20.2;67.1;90.0;3500.0;998;0;0;1;1;0;1;0;1;0;0;12.724017913660031
879;2012;11.918397239722838;11.608244735642321;5.0;25.44;57.6;150.0;1750.0;936;1;0;0;1;0;1;0;0;0;0;12.296162158206977
880;2016;13.199326270390594;11.289794413577894;5.0;21.19;88.73;219.66;2125.0;1396;1;0;0;1;0;1;0;0;0;1;12.851978433799962
881;2011;12.429220196836383;11.350418300109132;5.0;21.5;88.8;200.0;1750.0;1248;1;0;0;1;0;1;0;1;0;0;12.554824898461822
882;2010;12.206077645517674;11.407576060361786;5.0;18.9;67.0;84.0;3500.0;1061;0;0;1;1;0;1;0;1;0;0;12.730337544039704
883;2011;11.775297421715827;11.407576060361786;5.0;25.0;69.0;140.0;2400.0;1396;1;0;0;1;0;1;0;1;0;0;12.564058571250486
884;2007;11.407576060361786;11.407576060361786;4.0;16.1;37.0;59.0;2500.0;796;0;0;1;1;0;1;0;0;0;0;12.765489496142665
885;2012;13.017005083966255;11.695255355062795;5.0;22.32;126.32;259.8;2325.0;1582;1;0;0;1;0;1;0;1;0;0;12.844463054546027
886;2009;12.54254845357358;11.695255355062795;5.0;18.1;110.0;235.20000000000002;2325.0;1493;1;0;0;1;0;1;0;0;0;0;12.937904131985997
887;2007;12.54254845357358;11.982935344196433;7.0;13.93;138.1;320.0;2200.0;2956;1;0;0;1;0;1;0;1;0;0;12.429071998270029
888;2006;11.695255355062795;11.856522261533737;5.0;17.3;60.0;78.0;4500.0;993;0;0;1;1;0;1;0;1;0;0;12.569205669201121
889;2008;12.577639650232573;11.51293546492023;5.0;17.8;75.0;190.0;2000.0;1248;1;0;0;1;0;1;0;1;0;0;12.597063222390846
890;2019;13.815511557963774;9.61587214452889;5.0;22.1;88.7;219.7;2125.0;1396;1;0;0;1;0;1;0;0;0;0;12.70545439769367
891;2012;12.936036208848487;11.58989576532275;5.0;19.3;73.9;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;0;12.657686922641053
892;2012;12.936036208848487;11.58989576532275;5.0;23.4;74.0;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;0;12.733264338455623
893;2015;12.388398368982115;10.915106645867503;5.0;25.44;56.3;142.5;1750.0;936;1;0;0;1;0;1;0;0;0;0;12.274623308773608
894;2010;12.429220196836383;10.543893021838013;5.0;18.4;75.0;190.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.416961381909326
895;2011;12.07254696717504;11.412010608265987;5.0;20.0;68.0;160.0;2000.0;1399;1;0;0;1;0;1;0;0;0;0;13.003434683510255
896;2008;12.301387370778713;11.350418300109132;5.0;16.8;110.0;235.20000000000002;2325.0;1493;1;0;0;1;0;1;0;1;0;0;12.890043218013702
897;2003;11.350418300109132;11.695255355062795;5.0;20.8;58.0;789.0;2250.0;1527;1;0;0;1;0;1;0;0;0;1;12.655976332590537
898;2019;13.42246945133505;8.517393171418904;5.0;21.21;81.8;113.0;4200.0;1197;0;0;1;1;0;1;0;0;0;0;12.583616417877273
899;2016;13.190023895035274;10.819798284210286;5.0;19.87;83.8;200.0;1750.0;1461;1;0;0;1;0;1;0;0;0;0;13.057401423457598
900;2019;13.42246945133505;8.517393171418904;7.0;20.0;72.0;96.0;3500.0;999;0;0;1;1;0;1;0;0;0;0;12.874903929056732
901;2016;13.592368256649284;11.407576060361786;5.0;24.3;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.600445154211089
902;2012;12.959846800844963;11.472113887062386;7.0;20.77;88.8;200.0;1750.0;1248;1;0;0;1;0;1;0;1;0;0;12.530245926707346
903;2011;11.918397239722838;11.289794413577894;5.0;15.37;73.0;101.0;3000.0;1196;0;0;1;1;0;1;0;0;0;1;12.673213398237415
904;2007;11.407576060361786;11.002116507732017;5.0;18.2;64.0;84.0;3500.0;1061;0;0;1;1;0;1;0;1;0;0;12.562083158003242
905;2015;13.652992804936396;11.407576060361786;7.0;15.1;140.0;330.0;2200.0;2179;1;0;0;1;0;1;0;0;0;0;13.308229415678264
906;2008;12.706850963741102;12.173673413083495;8.0;12.8;102.0;199.92;2400.0;2494;1;0;0;1;0;1;0;1;0;0;13.552070284377443
907;2017;13.652992804936396;11.053853862774051;5.0;22.54;88.73;219.7;2125.0;1396;1;0;0;1;0;1;0;0;0;0;12.85498258915308
908;2008;12.628070334272698;12.296831574998258;7.0;13.6;63.0;180.0;1470.0;2523;1;0;0;1;0;1;0;1;0;0;13.258679951730715
909;2013;13.721200977393528;11.608244735642321;7.0;12.99;100.0;200.0;2400.0;2494;1;0;0;1;0;1;0;1;0;0;13.365887814719038
910;2012;13.910821646859095;11.92504173829169;8.0;12.8;102.0;199.92;2400.0;2494;1;0;0;1;0;1;0;0;0;0;13.534465252791493
911;2019;13.42246945133505;8.517393171418904;5.0;21.4;83.1;115.0;4000.0;1197;0;0;1;1;0;0;0;0;0;0;12.730299481989912
912;2010;11.918397239722838;11.424105180165641;5.0;19.7;46.3;62.0;3000.0;796;0;0;1;1;0;1;0;0;0;0;12.661030515836185
913;2015;13.217675375388819;10.043292972227004;5.0;25.2;74.0;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;0;12.588942994966773
914;2012;12.765691290604371;10.596659732783579;5.0;20.54;103.6;250.0;2000.0;1598;1;0;0;1;0;1;0;0;0;0;13.025616424139058
915;2012;12.611541086966115;11.156264806643742;5.0;23.2;73.94;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;0;12.762072453310964
916;2018;14.372265686684402;9.210440366976517;7.0;11.36;171.5;360.0;2300.0;2755;1;0;0;1;0;0;0;0;0;0;13.375113372193786
917;2014;13.322853874813605;11.407576060361786;7.0;14.0;75.0;200.0;1800.0;2523;1;0;0;1;0;1;0;1;0;0;13.295515743087977
918;2016;12.899222326086994;11.127277689932466;5.0;19.4;86.8;109.0;4500.0;1198;0;0;1;1;0;1;0;0;0;0;13.11585003984742
919;2013;13.45883704259595;11.695255355062795;5.0;22.7;126.24;259.87;2325.0;1582;1;0;0;1;0;1;0;0;0;0;12.815746201320042
920;2013;12.611541086966115;11.082157933374816;5.0;22.1;76.9;205.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.197088172379718
921;2005;11.082157933374816;11.350418300109132;5.0;15.3;83.0;115.0;3200.0;1341;0;0;1;1;0;1;0;0;0;0;12.873771538601305
922;2011;12.206077645517674;11.451060699493427;5.0;18.9;67.1;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;1;12.660483300656
923;2015;13.384729180332174;11.51293546492023;5.0;22.54;88.73;219.7;2125.0;1396;1;0;0;1;0;1;0;0;0;0;12.807880921506776
924;2015;13.384729180332174;11.289794413577894;5.0;22.54;88.73;219.7;2125.0;1396;1;0;0;1;0;1;0;0;0;0;12.843570529734569
925;2013;12.765691290604371;11.289794413577894;5.0;22.07;73.9;180.0;2000.0;1199;1;0;0;1;0;1;0;0;0;1;12.919482083668875
926;2011;11.225256725762893;11.852969885168331;5.0;17.88;52.8;85.0;2500.0;1396;1;0;0;1;0;1;0;0;0;1;12.43043958863845
927;2010;12.388398368982115;11.870606902224587;5.0;17.5;85.8;114.0;4000.0;1298;0;0;1;1;0;1;0;0;0;0;12.628918566326634
928;2013;12.388398368982115;11.002116507732017;5.0;20.92;67.1;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;0;12.58958399662821
929;2011;12.100717685412471;11.695255355062795;5.0;18.4;75.0;190.0;1750.0;1248;1;0;0;1;0;1;0;1;0;0;12.458830984196732
930;2014;13.710151153416941;11.289794413577894;7.0;13.01;194.3;436.39;2150.0;2199;1;0;0;1;0;0;0;1;0;0;12.9347817999482
