Id;MSSubClass;OverallQual;OverallCond;MasVnrArea;BsmtFinSF1;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;GarageCars;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;MiscVal;AgeConstruction;AgeLastRenovation;Neighborhood;Condition1;Condition2;HouseStyle;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;Foundation;BsmtFinType1;BsmtFinType2;Heating;Functional;GarageType;SaleType;SaleCondition;SalePrice;MSZoning_FV;MSZoning_RH;MSZoning_RL;MSZoning_RM;Street_Pave;LotShape_IR2;LotShape_IR3;LotShape_Reg;LandContour_HLS;LandContour_Low;LandContour_Lvl;LotConfig_CulDSac;LotConfig_FR2;LotConfig_FR3;LotConfig_Inside;LandSlope_Mod;LandSlope_Sev;BldgType_2fmCon;BldgType_Duplex;BldgType_Twnhs;BldgType_TwnhsE;ExterQual_Fa;ExterQual_Gd;ExterQual_TA;ExterCond_Fa;ExterCond_Gd;ExterCond_Po;ExterCond_TA;BsmtQual_Fa;BsmtQual_Gd;BsmtQual_TA;BsmtCond_Gd;BsmtCond_Po;BsmtCond_TA;BsmtExposure_Gd;BsmtExposure_Mn;BsmtExposure_No;HeatingQC_Fa;HeatingQC_Gd;HeatingQC_Po;HeatingQC_TA;CentralAir_Y;Electrical_FuseF;Electrical_FuseP;Electrical_Mix;Electrical_SBrkr;KitchenQual_Fa;KitchenQual_Gd;KitchenQual_TA;GarageFinish_RFn;GarageFinish_Unf;GarageQual_Fa;GarageQual_Gd;GarageQual_Po;GarageQual_TA;GarageCond_Fa;GarageCond_Gd;GarageCond_Po;GarageCond_TA;PavedDrive_P;PavedDrive_Y
753;20;6;5;0.0;1200.0;0.0;279.0;1479.0;0;0;1494;1.0;0.0;2;0;3;2.0;168;27;0;0;0;0;0;9;9;197965.77333333335;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;217000.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
754;60;8;5;178.0;0.0;0.0;1030.0;1030.0;1060;0;2098;0.0;0.0;2;1;3;3.0;192;52;0;0;0;0;0;1;1;316270.6233766234;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;275500.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1
755;20;6;8;0.0;439.0;472.0;115.0;1026.0;0;0;1026;1.0;0.0;1;0;3;2.0;171;48;0;0;0;0;0;40;4;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;175942.37962962964;168112.38732394367;149805.714511041;235413.72009569377;164364.13043478262;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;156000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
756;160;6;5;894.0;381.0;0.0;348.0;729.0;729;0;1471;0.0;0.0;2;1;3;2.0;0;24;0;0;0;0;0;10;10;225379.83720930232;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;172500.0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
757;60;8;5;0.0;20.0;0.0;846.0;866.0;902;0;1768;0.0;0.0;2;1;3;2.0;144;105;0;0;0;0;0;2;2;197965.77333333335;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;212000.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
758;60;6;5;328.0;438.0;0.0;234.0;672.0;714;0;1386;0.0;0.0;2;1;3;2.0;335;0;0;0;0;0;0;32;32;136793.13513513515;184495.49206349207;181169.40553633217;210051.76404494382;218876.93356643355;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;146526.62376237623;158900.0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1
759;160;7;5;360.0;549.0;0.0;195.0;744.0;744;0;1501;0.0;0.0;2;1;3;2.0;0;0;0;0;0;0;0;9;9;225379.83720930232;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;225230.44204018547;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;179400.0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
760;60;8;5;513.0;56.0;64.0;1198.0;1318.0;1203;0;2531;0.0;0.0;2;1;4;3.0;222;98;0;0;0;0;0;12;12;335295.31707317074;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;151852.7027027027;209942.1052631579;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;290000.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
761;20;6;6;0.0;612.0;0.0;252.0;864.0;0;0;864;0.0;0.0;1;0;2;1.0;0;0;0;0;0;0;450;50;50;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;149841.64563106795;148386.0659898477;149805.714511041;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;127500.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1
762;30;5;5;0.0;405.0;0.0;740.0;1145.0;0;0;1301;0.0;0.0;1;0;2;2.0;0;0;0;0;0;0;0;85;59;124834.05172413793;142475.4814814815;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149841.64563106795;148386.0659898477;225230.44204018547;151852.7027027027;182511.3508500773;182021.19537815126;146385.48387096773;134091.16279069768;173401.8366219416;175202.21953255427;100000.0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1
763;60;7;5;0.0;24.0;0.0;732.0;756.0;783;0;1547;0.0;0.0;2;1;3;2.0;169;45;0;0;0;0;0;1;1;225379.83720930232;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;269600.0;175202.21953255427;215200.0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1
764;60;8;5;673.0;1163.0;0.0;89.0;1252.0;1097;0;2365;1.0;0.0;2;1;3;3.0;0;128;0;0;180;0;0;10;10;335295.31707317074;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;337000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
765;120;8;5;0.0;437.0;1057.0;0.0;1494.0;0;0;1494;1.0;0.0;1;1;2;2.0;0;30;0;0;216;0;0;11;10;238772.72727272726;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;194573.0;195818.0;225230.44204018547;151852.7027027027;180982.14285714287;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;270000.0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1
766;20;9;5;284.0;0.0;0.0;1498.0;1498.0;0;0;1506;0.0;0.0;2;0;2;2.0;0;174;0;0;0;0;0;0;0;225379.83720930232;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;274945.41803278687;272291.752;264132.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1
767;60;7;5;42.0;394.0;0.0;586.0;980.0;734;0;1714;0.0;0.0;2;1;3;2.0;228;66;156;0;0;0;500;22;22;189050.0684931507;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;196500.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
768;50;6;7;0.0;660.0;0.0;323.0;983.0;767;0;1750;1.0;0.0;2;0;4;1.0;245;0;156;0;0;0;1300;68;23;156270.1224489796;184495.49206349207;181169.40553633217;143116.74025974027;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;149805.714511041;161573.06818181818;182511.3508500773;182021.19537815126;168393.33333333334;194411.47318611987;173401.8366219416;175202.21953255427;160000.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
769;20;7;5;0.0;24.0;0.0;1836.0;1860.0;0;0;1836;0.0;0.0;2;0;3;2.0;120;33;0;0;0;0;0;2;1;197965.77333333335;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;216837.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
770;60;8;5;603.0;1416.0;0.0;234.0;1650.0;1589;0;3279;1.0;0.0;3;1;4;3.0;503;36;0;0;210;0;0;7;7;310499.0;184495.49206349207;181169.40553633217;210051.76404494382;218876.93356643355;179803.6792189679;231690.65573770492;161328.94736842104;225230.44204018547;161573.06818181818;182511.3508500773;182021.19537815126;168393.33333333334;254751.73863636365;173401.8366219416;175202.21953255427;538000.0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1
771;85;5;5;0.0;685.0;0.0;173.0;858.0;0;0;858;1.0;0.0;1;0;2;2.0;120;0;0;0;0;0;0;27;27;136793.13513513515;184495.49206349207;181169.40553633217;135074.48648648648;218876.93356643355;179803.6792189679;149841.64563106795;148386.0659898477;149805.714511041;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;134900.0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
772;20;4;5;0.0;836.0;0.0;0.0;836.0;0;0;1220;0.0;0.0;1;0;2;2.0;0;0;0;0;0;0;0;55;55;128219.7;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149841.64563106795;148386.0659898477;149805.714511041;151852.7027027027;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;143973.2558139535;175202.21953255427;102000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
773;80;6;5;0.0;422.0;127.0;480.0;1029.0;0;0;1117;1.0;0.0;1;0;3;2.0;144;0;0;0;0;0;0;34;34;128219.7;184495.49206349207;181169.40553633217;166703.38461538462;171483.95617879054;179803.6792189679;175942.37962962964;168112.38732394367;149805.714511041;161573.06818181818;151101.0;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;146526.62376237623;107000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
774;20;5;5;1.0;456.0;0.0;456.0;912.0;0;0;912;0.0;0.0;1;0;2;1.0;0;0;0;0;0;0;0;49;49;145847.08;142475.4814814815;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149841.64563106795;148386.0659898477;149805.714511041;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;143973.2558139535;175202.21953255427;114500.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
775;20;8;5;375.0;0.0;0.0;1935.0;1935.0;0;0;1973;0.0;0.0;2;0;3;3.0;315;45;0;0;0;0;0;1;1;316270.6233766234;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;274945.41803278687;272291.752;395000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
776;120;6;5;320.0;866.0;0.0;338.0;1204.0;0;0;1204;1.0;0.0;2;0;2;2.0;0;247;0;0;0;0;0;11;11;156270.1224489796;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;162000.0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1
777;20;7;5;240.0;20.0;0.0;1594.0;1614.0;0;0;1614;0.0;0.0;2;0;3;3.0;144;59;0;0;0;0;0;1;0;197965.77333333335;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;274945.41803278687;272291.752;221500.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
778;20;5;5;0.0;762.0;0.0;102.0;864.0;0;0;894;1.0;0.0;1;0;3;2.0;241;0;0;0;0;0;0;32;32;136793.13513513515;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;163077.45045045044;168112.38732394367;149805.714511041;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;142500.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
779;90;5;5;320.0;0.0;0.0;0.0;0.0;0;0;2020;0.0;0.0;2;0;4;2.0;0;0;0;0;0;0;0;30;30;186555.7966101695;142475.4814814815;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;175942.37962962964;168112.38732394367;107365.625;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;144000.0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
780;90;6;5;90.0;975.0;0.0;0.0;975.0;0;0;1004;1.0;0.0;1;0;2;2.0;0;0;0;0;0;0;0;29;29;156270.1224489796;184495.49206349207;181169.40553633217;135074.48648648648;171483.95617879054;179803.6792189679;175942.37962962964;252070.0;149805.714511041;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;135000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
781;20;7;5;38.0;0.0;0.0;1237.0;1237.0;0;0;1253;0.0;0.0;2;0;3;2.0;220;21;0;0;0;0;0;12;11;192854.50632911394;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;176000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1
782;60;6;5;0.0;387.0;0.0;374.0;761.0;793;0;1603;0.0;0.0;2;1;3;2.0;0;124;0;0;0;0;0;14;14;186555.7966101695;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;175900.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
783;20;7;5;0.0;0.0;0.0;1413.0;1413.0;0;0;1430;0.0;0.0;2;0;3;2.0;0;33;0;0;0;0;0;8;7;197965.77333333335;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;187100.0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
784;85;5;6;104.0;1097.0;0.0;0.0;1097.0;0;0;1110;1.0;0.0;1;0;1;2.0;303;30;0;0;0;0;0;31;31;156270.1224489796;184495.49206349207;181169.40553633217;135074.48648648648;171483.95617879054;179803.6792189679;175942.37962962964;168112.38732394367;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;165500.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
785;75;6;6;0.0;0.0;0.0;742.0;742.0;742;0;1484;0.0;0.0;2;0;3;0.0;0;291;134;0;0;0;0;94;7;128225.30088495575;184495.49206349207;181169.40553633217;157354.54545454544;171483.95617879054;179803.6792189679;149841.64563106795;161328.94736842104;149805.714511041;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;128000.0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
786;20;6;5;0.0;251.0;630.0;491.0;1372.0;0;0;1342;0.0;0.0;2;0;3;2.0;0;0;0;0;197;0;0;42;42;189050.0684931507;142475.4814814815;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;194573.0;148386.0659898477;149805.714511041;146889.24812030076;164364.13043478262;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;161500.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
787;50;5;6;0.0;686.0;0.0;0.0;686.0;686;0;1652;1.0;0.0;2;0;4;1.0;0;0;196;0;0;0;1200;95;60;128225.30088495575;135091.66666666666;181169.40553633217;143116.74025974027;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;225230.44204018547;151852.7027027027;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;139000.0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
788;60;7;5;0.0;656.0;0.0;300.0;956.0;1128;0;2084;1.0;0.0;2;1;4;2.0;0;45;0;0;0;0;0;6;6;186555.7966101695;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;254751.73863636365;173401.8366219416;175202.21953255427;233000.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
789;20;4;7;0.0;0.0;0.0;901.0;901.0;0;0;901;0.0;0.0;1;0;2;1.0;0;0;0;0;0;0;0;54;8;128225.30088495575;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;149805.714511041;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;107900.0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1
790;60;6;8;157.0;568.0;0.0;264.0;832.0;1111;0;2087;0.0;0.0;2;1;5;2.0;133;168;0;0;0;0;0;41;0;212565.42857142858;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;151852.7027027027;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;187500.0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
791;120;7;5;11.0;16.0;0.0;1129.0;1145.0;0;0;1145;0.0;0.0;2;0;2;2.0;100;16;0;0;0;0;0;4;3;194870.88235294117;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;160200.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
792;80;6;5;0.0;539.0;0.0;490.0;1029.0;0;0;1062;1.0;0.0;1;0;3;2.0;120;0;0;0;0;0;0;31;31;156270.1224489796;184495.49206349207;181169.40553633217;166703.38461538462;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;225230.44204018547;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;146800.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
