Id;MSSubClass;OverallQual;OverallCond;MasVnrArea;BsmtFinSF1;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;GarageCars;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;MiscVal;AgeConstruction;AgeLastRenovation;LotShape;LandSlope;ExterQual;ExterCond;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinType2;HeatingQC;Electrical;KitchenQual;Functional;FireplaceQu;GarageFinish;GarageQual;GarageCond;PavedDrive;SalePrice;MSZoning_FV;MSZoning_RH;MSZoning_RL;MSZoning_RM;LandContour_HLS;LandContour_Low;LandContour_Lvl;LotConfig_CulDSac;LotConfig_FR2;LotConfig_FR3;LotConfig_Inside;Neighborhood_mean_encoded;Condition1_mean_encoded;Condition2_mean_encoded;BldgType_2fmCon;BldgType_Duplex;BldgType_Twnhs;BldgType_TwnhsE;HouseStyle_mean_encoded;RoofStyle_mean_encoded;RoofMatl_mean_encoded;Exterior1st_mean_encoded;Exterior2nd_mean_encoded;MasVnrType_BrkFace;MasVnrType_Stone;Foundation_mean_encoded;Heating_mean_encoded;CentralAir_Y;GarageType_mean_encoded;SaleType_mean_encoded;SaleCondition_mean_encoded
920;20;6;8;0.0;528.0;411.0;245.0;1184.0;0;0;1414;1.0;0.0;1;0;3;2.0;0;51;0;0;190;0;0;50;6;2;2;5;3;4;3;1;5;4;5;5.0;3;6.0;3;1;3;3;2;176500.0;0;0;1;0;0;0;1;0;0;0;0;146006.6273848038;183564.3812948173;180413.8148438786;0;0;0;0;176157.76192484243;219084.51940685936;178003.3399944452;151222.22165478847;150145.17166821388;1;0;150787.89202874366;183479.9256892742;1;194980.63723141194;172911.6908740159;175500.60050934565
921;60;6;5;105.0;814.0;0.0;114.0;928.0;785;0;1721;0.0;1.0;2;1;3;2.0;300;87;0;0;0;0;0;13;13;2;2;4;4;4;4;1;6;1;5;5.0;4;7.0;0;2;3;3;2;201000.0;0;0;1;0;0;0;1;0;0;0;1;187190.81030275868;183094.33224947262;180329.6600009706;0;0;0;0;211395.13385397958;170114.86450367636;180229.81288209526;164422.4116480895;166325.47933450388;1;0;224246.02137085155;181513.79214272997;1;193522.4438129832;174346.475858409;174003.1320725672
922;90;5;7;0.0;1084.0;0.0;188.0;1272.0;928;0;2200;2.0;0.0;2;2;4;0.0;0;70;0;0;0;0;0;108;5;3;2;3;3;3;3;1;5;1;4;5.0;3;7.0;0;0;0;0;0;145900.0;0;0;1;0;0;0;1;0;0;0;1;128897.22903341262;142605.38993726645;182436.48393596165;0;1;0;0;141046.1931956831;173561.457183086;181004.56307837993;147447.26794157652;149958.7560278451;1;0;148638.21589518164;183222.86983890965;1;194760.5463445201;174740.80555990853;175705.7336954031
923;20;6;5;0.0;28.0;0.0;1288.0;1316.0;0;0;1316;0.0;0.0;2;0;3;2.0;100;0;0;23;0;0;0;1;0;3;2;4;3;4;3;1;6;1;5;5.0;4;7.0;4;3;3;3;2;169990.0;0;0;1;0;0;0;1;0;0;0;1;192384.28164207298;171351.55103157318;179425.21757913035;0;0;0;0;174949.65938465318;172662.42640689312;178768.49432432413;215133.90585747332;215959.29868462982;1;0;226110.5586281249;183189.99774304853;1;193144.206221674;277279.5419963885;273421.67271968746
924;120;6;5;0.0;165.0;841.0;598.0;1604.0;0;0;1617;1.0;0.0;2;0;2;2.0;0;69;0;0;0;0;0;15;14;3;2;4;3;4;3;1;2;6;5;5.0;4;7.0;2;2;3;3;2;193000.0;0;0;1;0;0;0;1;0;0;0;1;183768.62146782564;186479.9780204965;180584.6719162863;0;0;0;1;177395.62230087974;169380.5416515588;180497.4654002707;177423.7315205001;168601.01156584418;1;0;225303.07158601287;182441.4633093289;1;196482.00577429496;171885.68905797464;174188.75484912502
925;20;6;6;157.0;625.0;1061.0;0.0;1686.0;0;0;1686;1.0;0.0;2;0;3;2.0;384;131;0;0;0;0;0;26;26;3;2;3;4;4;3;1;4;2;3;5.0;3;7.0;3;1;3;3;2;207500.0;0;0;1;0;0;0;1;0;0;0;1;189954.53566563863;184463.53697002644;181015.80814114286;0;0;0;0;176690.082974909;172447.7390769027;179929.91655429456;177286.53391154544;168440.30621563108;1;0;150116.69242826453;183662.5107758323;1;192409.46017877778;175044.06118611872;176193.55485750796
926;20;5;6;0.0;767.0;93.0;266.0;1126.0;0;0;1126;0.0;1.0;2;0;3;2.0;180;0;0;0;0;0;0;31;31;2;2;3;3;4;3;3;5;2;3;5.0;5;7.0;0;2;3;3;2;175000.0;0;0;1;0;0;0;1;0;0;0;0;192406.20761230975;183923.4778074593;182857.77231009968;0;0;0;0;175848.74582645576;170122.21379631542;180589.0612540579;215131.91534854108;214316.4359096196;1;0;225045.2926586214;182397.93371868914;1;195064.67341054836;175206.6914590598;146725.40796384195
927;60;8;5;340.0;0.0;0.0;1181.0;1181.0;1140;0;2374;0.0;0.0;2;1;4;3.0;104;100;0;0;0;0;0;4;3;3;2;4;3;4;3;1;1;1;5;5.0;5;7.0;4;3;3;3;2;285000.0;0;0;1;0;0;0;1;0;0;0;1;306282.62934577273;184669.86364399732;181982.63136487242;0;0;0;0;211261.34241615728;217485.64688912279;178774.75739348488;212789.37603797644;213162.5157287092;1;0;223568.7288159181;183114.426047146;1;251001.5902716654;175123.60713044347;174988.3322713447
928;60;7;5;342.0;552.0;0.0;280.0;832.0;880;0;1978;0.0;0.0;2;1;4;2.0;0;43;0;0;0;0;0;40;40;3;2;3;3;3;3;1;4;1;4;5.0;3;7.0;4;2;3;3;2;176000.0;0;0;1;0;0;0;1;0;0;0;1;191551.79445590355;144014.92894435377;181464.44771362247;0;0;0;0;207267.65891928066;171055.1010444372;180435.3012744657;152909.2371653982;152698.7482044966;1;0;148152.9033327793;181961.7047116993;1;193090.96286234504;172584.09393509926;174406.0534238531
929;20;8;5;0.0;0.0;0.0;1753.0;1753.0;0;0;1788;0.0;0.0;2;0;3;2.0;202;151;0;0;0;0;0;8;8;3;2;4;3;4;3;3;1;1;5;5.0;5;7.0;3;2;3;3;2;236500.0;0;0;1;0;0;0;1;0;0;0;1;200799.20539210725;183106.25782898447;181377.3263655505;0;0;0;0;176675.77519475282;219480.1223550719;180820.16829891852;212695.0292029976;214503.68925351344;1;0;223903.52700419258;183313.11874411764;1;195099.4382371643;173413.3217350109;175946.40014147476
930;60;7;5;285.0;0.0;0.0;964.0;964.0;1243;0;2236;0.0;0.0;2;1;4;2.0;0;0;0;0;0;0;0;9;9;2;2;3;3;4;3;1;1;1;4;5.0;4;7.0;3;3;3;3;2;222000.0;0;0;1;0;0;0;1;0;0;0;0;191724.34082362134;182505.77078005628;180724.53064273967;0;0;0;0;211605.25064009445;171542.64711603062;180225.12378981154;161681.6404697991;168739.60832797448;1;0;225584.4444371043;181462.20665193096;1;252166.21712054953;172671.8311537702;173025.79652640963
931;20;8;5;0.0;16.0;0.0;1450.0;1466.0;0;0;1466;0.0;0.0;2;0;3;3.0;100;18;0;0;0;0;0;2;2;2;2;4;3;4;3;3;6;1;5;5.0;4;7.0;0;3;3;3;2;201000.0;0;0;1;0;1;0;0;0;0;0;1;241284.85880842045;185276.0999063055;180166.52259640588;0;0;0;0;176212.26340772677;172879.7280654529;179964.20129872338;213545.91111259107;212972.24834969093;1;0;224090.3198569473;180570.59764386914;1;196229.11056592784;175147.5665181132;175751.9488156199
932;20;5;6;0.0;338.0;466.0;121.0;925.0;0;0;925;0.0;1.0;1;0;2;1.0;0;0;0;0;0;0;0;44;44;3;2;3;3;3;3;1;4;3;5;5.0;3;7.0;0;1;3;3;2;117500.0;0;0;1;0;0;0;1;0;0;0;1;148079.73552805185;184715.21718352757;181526.95329863482;0;0;0;0;177603.012016379;170351.88529342282;179195.39629709156;213779.9948706704;214615.7069643746;1;0;149598.9432213501;181287.1097575994;1;132538.4751345666;174337.4418847939;174447.88117855377
933;20;9;5;302.0;0.0;0.0;1905.0;1905.0;0;0;1905;0.0;0.0;2;0;3;3.0;0;191;0;0;0;0;0;1;1;2;2;5;3;5;4;1;1;1;5;5.0;5;7.0;4;3;3;3;2;320000.0;0;0;1;0;0;0;1;0;0;0;0;225129.274858364;186139.6349771394;180553.0085286622;0;0;0;0;175358.2798122015;219869.79634791665;177417.41210410907;209725.87619145174;245372.33027091052;0;1;225168.3219600649;182080.32173127506;1;193484.66091095525;172059.613600108;175796.86764631595
934;20;7;5;210.0;20.0;0.0;1480.0;1500.0;0;0;1500;0.0;0.0;2;0;3;2.0;192;36;0;0;0;0;0;5;5;3;2;4;3;4;3;3;6;1;5;5.0;4;7.0;0;2;3;3;2;190000.0;0;0;1;0;0;0;1;0;1;0;0;197962.94726211802;183669.3786098511;182924.33764925183;0;0;0;0;175311.10019718;170269.5559677804;181176.0478323863;214730.23760320587;216059.93183032615;1;0;227684.36727921548;181262.27119945694;1;194374.79975207083;171883.3199804082;175145.38496792418
935;20;7;7;0.0;425.0;0.0;160.0;585.0;0;0;2069;1.0;0.0;2;0;4;2.0;0;0;0;0;0;0;0;48;1;1;1;3;3;4;3;4;6;1;5;5.0;4;7.0;4;2;3;3;2;242000.0;0;0;1;0;1;0;0;0;0;0;1;144234.98523230094;209071.86528311003;180232.5749217748;0;0;0;0;177176.65603911894;191245.83342965876;178930.04387171462;149526.83098653494;148910.66839887266;1;0;150043.27984304226;182047.20013560043;1;194996.09744319518;174045.46743762397;174035.85821984624
936;30;4;5;108.0;0.0;0.0;600.0;600.0;0;0;747;0.0;0.0;1;0;1;2.0;0;0;32;0;0;0;0;80;53;2;2;3;4;2;3;2;1;1;4;5.0;3;7.0;0;1;3;3;2;79900.0;0;0;1;0;0;0;1;0;0;0;1;125415.00372510044;185508.96677471095;182490.23691824966;0;0;0;0;174845.84236094682;171904.77546642296;181045.35141513127;151684.02268386746;153398.3399599122;1;0;224969.2978331439;182784.81689331649;1;133803.74730532692;175034.27656749377;175353.5084439596
937;20;7;5;102.20131215469613;833.0;0.0;343.0;1176.0;0;0;1200;1.0;0.0;2;0;2;2.0;0;41;0;0;0;0;0;6;6;3;2;4;3;4;3;1;6;1;5;5.0;4;7.0;0;2;3;3;2;184900.0;0;0;1;0;0;0;1;0;0;0;1;192256.94961878922;182794.81308557285;180401.35951106384;0;0;0;0;174625.15984737183;170879.96881991762;178871.75207445593;212679.0755523973;213135.19063275433;1;0;225399.62864713388;181026.32680300772;1;195497.6876831488;173955.57209368006;176918.0847674928
938;60;7;5;0.0;341.0;0.0;772.0;1113.0;858;0;1971;0.0;0.0;2;1;3;2.0;0;48;0;0;0;0;0;4;4;3;2;4;3;4;3;2;6;1;5;5.0;4;7.0;4;2;3;3;2;253000.0;0;0;1;0;0;0;1;0;0;0;1;228287.09923745878;185375.78486358584;182341.95634404212;0;0;0;0;207573.20250118093;169004.26795724596;179923.7847485899;214398.52245133035;214971.32474450112;1;0;226104.52145170883;180261.89737770922;1;193151.42000157762;172025.90914346595;176229.89361446656
939;60;7;5;0.0;464.0;0.0;927.0;1391.0;571;0;1962;0.0;0.0;2;1;3;3.0;0;90;0;0;0;0;0;0;0;3;2;4;3;4;4;2;6;1;5;5.0;4;7.0;0;2;3;3;2;239799.0;0;0;1;0;0;0;1;0;0;0;1;195195.6958899039;184125.65563492928;181315.49045308263;0;0;0;0;206886.04755436897;170313.08850392437;179308.51115522176;212855.0574273308;216378.89235653568;1;0;222054.03208578457;182671.80026529724;1;193745.97168305784;280313.6794787989;276800.68260555115
940;70;7;7;0.0;0.0;0.0;1032.0;1032.0;1196;0;2403;0.0;0.0;2;0;4;1.0;56;0;318;0;0;0;0;70;60;3;2;3;4;3;3;2;1;1;5;5.0;3;7.0;3;1;3;3;2;244400.0;0;0;1;0;0;0;1;0;0;0;1;210724.2893751573;184694.01932804298;181439.45003698568;0;0;0;0;209936.05540501865;172470.25971319657;180347.56248944587;148359.09380617458;149083.4943550821;1;0;150417.77426201542;180969.18269176307;1;196690.44933032434;143524.81548846513;176380.9588476705
941;90;6;5;0.0;936.0;396.0;396.0;1728.0;0;0;1728;0.0;0.0;2;0;4;2.0;40;0;0;0;0;0;0;30;30;2;2;3;3;3;3;4;3;2;3;5.0;3;7.0;0;1;3;3;2;150900.0;0;0;1;0;0;0;1;0;0;0;1;160067.43653488279;183659.79766010883;180269.57739456138;0;1;0;0;178190.34613564305;172966.39426888071;179132.96692273495;178692.29739562777;171186.865992103;1;0;149606.85495217066;180588.36086313555;1;193349.45854600234;173356.37959971992;174413.0252416548
942;60;7;5;298.0;772.0;0.0;220.0;992.0;1038;0;2060;1.0;0.0;2;1;3;2.0;0;0;0;168;0;0;0;10;10;2;2;4;3;4;3;1;5;1;5;5.0;4;7.0;3;2;3;3;2;214000.0;0;0;1;0;0;0;1;0;1;0;0;193600.63277093627;211798.03614863782;180997.18196690115;0;0;0;0;211130.44714814713;172778.80702940235;181219.3719137391;213975.3837665916;215048.20951159723;1;0;225216.4077857912;181195.89239359915;1;254048.61394324366;175539.84086656268;176038.14181728696
943;90;4;3;0.0;1440.0;0.0;0.0;1440.0;0;0;1440;2.0;0.0;2;0;4;0.0;321;0;0;0;0;0;0;30;30;2;2;3;3;4;3;4;6;1;3;5.0;3;7.0;0;0;0;0;0;150000.0;0;0;1;0;0;0;1;0;0;0;1;127012.90557604353;183276.82271191318;179544.91198616274;0;1;0;0;174958.30790913504;171807.6252711143;177751.58330052672;149224.54166540966;151414.18215918698;1;0;224438.66262394958;181572.66946505508;1;193896.90666476352;104576.7308423548;149848.31084240027
944;90;5;4;0.0;0.0;0.0;1632.0;1632.0;0;0;1632;0.0;0.0;2;0;4;2.0;0;0;0;0;0;0;0;40;40;3;2;3;3;3;3;3;1;1;3;5.0;3;7.0;0;1;3;3;1;143000.0;0;0;1;0;0;1;0;0;0;0;1;159851.422701007;185247.08956261585;180342.74485907453;0;1;0;0;176256.3389781339;173643.80903617202;180974.8578688733;164965.43653273355;166446.9483403435;1;0;149118.24482120282;183028.2358469734;1;193732.08087095086;172683.37424230267;176523.4252998739
945;20;6;6;541.0;111.0;354.0;354.0;819.0;0;0;1344;0.0;1.0;1;0;3;2.0;0;118;0;0;233;0;0;51;51;2;2;3;3;3;3;1;6;3;4;4.0;4;7.0;4;2;3;3;2;137500.0;0;0;1;0;0;0;1;1;0;0;0;241148.19857232587;183532.52331956514;181578.91358568738;0;0;0;0;165906.65134956647;169345.8955796098;179740.93551456026;163207.47576639894;166636.79274983544;1;0;147028.91789394332;179537.86933043294;1;159732.20452381074;147915.89570647202;149758.44035524494
946;50;5;6;0.0;1088.0;0.0;0.0;1088.0;561;120;1869;0.0;0.0;1;0;2;2.0;48;0;244;0;0;0;0;119;13;3;2;3;3;3;3;1;2;1;3;5.0;3;7.0;0;1;3;3;2;124900.0;0;0;0;1;0;0;1;0;0;0;0;122595.76941939916;186385.6634003388;182624.35104813057;0;0;0;0;143692.39295557325;221315.53689361672;178925.2857601645;213229.19586257276;215360.5459177029;1;0;128611.61028341316;183002.63485184728;1;132396.86888347357;174095.16785238773;174374.07977551932
947;80;5;6;128.0;748.0;294.0;102.0;1144.0;0;0;1144;1.0;0.0;1;0;3;1.0;86;0;0;0;0;0;0;47;47;3;2;3;4;3;3;3;5;4;3;5.0;3;7.0;3;2;3;3;2;143000.0;0;0;1;0;0;0;1;0;0;0;1;146343.27659356123;185747.9539044107;179599.82062980687;0;0;0;0;167301.13856295767;169680.40265374808;179331.01636138375;159689.4690744462;165519.00183549093;1;0;150323.5462542123;181297.12358164575;1;194590.00411996015;174740.25372879292;176216.93332727303
948;20;8;5;236.0;1300.0;0.0;316.0;1616.0;0;0;1629;1.0;0.0;2;0;3;3.0;0;252;0;0;0;0;0;5;4;3;2;4;3;4;3;3;6;1;5;5.0;4;7.0;4;3;3;3;2;270000.0;0;0;1;0;0;0;1;0;0;0;1;240219.64976487999;182252.14702665497;181857.24075160685;0;0;0;0;175066.01254646177;216103.28134514403;180387.29113909783;214458.45077974154;214919.0937109293;1;0;226079.25479510112;181853.75804032787;1;193799.57281459757;173351.50441129334;176654.65030760248
949;60;7;5;144.0;0.0;0.0;936.0;936.0;840;0;1776;0.0;0.0;2;1;3;2.0;144;96;0;0;0;0;0;4;4;2;2;4;3;4;3;0;1;1;5;5.0;4;7.0;3;2;3;3;2;192500.0;0;0;1;0;0;0;1;0;0;0;1;197499.75214631006;183068.2395311159;183580.4092543973;0;0;0;0;210637.50719548797;172217.33894174037;180990.72990004913;213217.81539199353;215687.75207493204;1;0;227599.27419275188;181137.8978454971;1;197004.4142478403;174925.5849393957;175387.37973432988
950;20;6;7;0.0;982.0;0.0;179.0;1161.0;0;0;1381;1.0;0.0;1;1;3;2.0;0;0;0;0;0;0;0;38;4;3;2;3;3;3;3;1;5;1;3;5.0;4;7.0;3;2;3;3;2;197500.0;0;0;1;0;0;0;1;0;0;0;1;191666.15501145207;185836.45314185097;182689.02286635974;0;0;0;0;176545.17688839007;220402.1686017067;180251.41533850762;175031.5623234706;166439.51133597788;1;0;149168.2330795041;182217.82348742112;1;193925.63309291168;172983.08030947074;173674.46793243827
951;20;5;8;0.0;398.0;149.0;317.0;864.0;0;0;864;1.0;0.0;1;0;3;2.0;194;0;0;0;0;0;0;57;5;3;2;3;3;3;3;1;5;4;4;5.0;4;7.0;0;2;3;3;2;129000.0;0;0;1;0;0;0;1;0;0;0;1;146217.69966348007;183429.9821992312;180624.35922876908;0;0;0;0;177589.40178957809;171513.98009319426;180517.27462020583;212314.05482405992;214536.07179137185;1;0;149476.2799075665;183022.2149727399;1;134297.96896589422;171898.04968242775;176487.10914816643
952;20;5;5;0.0;641.0;0.0;187.0;828.0;0;0;965;1.0;0.0;1;0;3;1.0;421;0;0;0;0;0;0;41;41;3;2;3;3;3;3;1;4;1;4;5.0;3;7.0;0;1;3;3;2;119900.0;0;1;0;0;0;0;1;0;0;0;0;191454.39952131186;183236.19742740042;182404.39271621735;0;0;0;0;175549.19754955088;170405.9451268165;177951.4241135597;213421.20683420595;213118.95381198867;1;0;149976.85492059562;179892.3756054098;1;133525.64243993268;174278.42197168255;140521.73812268797
953;85;5;8;0.0;660.0;0.0;108.0;768.0;0;0;768;0.0;1.0;1;0;2;1.0;192;0;0;0;0;0;0;37;6;3;2;3;4;4;3;3;6;1;4;5.0;3;7.0;0;3;3;3;2;133900.0;0;0;1;0;0;0;1;0;0;0;1;202502.81133891531;184365.82245287686;183325.61525474166;0;0;0;0;136300.62720211205;172689.58580727287;180021.73071229606;152959.19252788654;168693.10805771936;1;0;150518.26699037314;181347.65901150194;1;136800.45098218461;173101.73502966375;174353.55867761938
954;60;5;4;232.0;562.0;193.0;29.0;784.0;800;0;1968;0.0;1.0;2;1;4;2.0;305;189;0;0;0;0;400;39;39;2;1;3;3;3;3;3;5;2;5;5.0;3;5.0;1;2;3;3;2;172000.0;0;0;1;0;0;0;1;0;0;0;1;152341.48320458544;186628.3946123644;181520.67331399317;0;0;0;0;210305.48860581176;172940.92403399173;179298.87843145372;162111.93792602306;168847.00149596788;1;0;150389.3366209229;182343.15149845326;1;195458.28674174752;174711.78756605706;176152.43896815935
955;90;6;5;250.0;945.0;0.0;0.0;945.0;0;0;980;0.0;2.0;2;0;4;0.0;0;0;0;0;0;0;0;31;31;2;2;3;3;4;4;4;6;1;3;5.0;3;7.0;0;0;0;0;2;127500.0;0;0;1;0;0;0;1;1;0;0;0;129450.31278447996;184627.54438415988;181751.27146061405;0;1;0;0;133119.5643573587;200207.97044088648;191088.58068529973;149130.04340076735;166135.53485570473;1;0;147935.1013275326;183444.62637816003;1;195563.41804419586;172499.5341762918;96545.31048445843
956;90;6;6;423.0;484.0;0.0;495.0;979.0;979;0;1958;0.0;0.0;2;0;4;2.0;0;0;0;0;0;0;0;61;57;2;2;3;3;4;3;1;3;1;3;3.0;3;7.0;0;1;3;3;2;145000.0;0;1;0;0;1;0;0;0;0;0;1;207627.72659655593;183736.13047058243;179786.6333080645;0;1;0;0;207400.19634953066;170949.56589526255;179906.70200383148;147784.856555461;148565.05923738945;1;0;151082.8837043101;182650.00514571465;0;193893.7327280598;172122.20891957788;173971.43461632205
957;160;6;6;0.0;285.0;0.0;276.0;561.0;668;0;1229;0.0;0.0;1;1;2;2.0;150;0;0;0;0;0;0;29;29;3;2;3;3;4;3;1;5;1;3;5.0;3;7.0;3;3;3;3;2;124000.0;0;0;0;1;0;0;1;0;0;0;1;151385.5071847236;184080.9566415574;179436.73786368294;0;0;0;1;206903.78855882277;172270.28623026612;177976.8122985504;148999.21998982356;147604.8862097155;1;0;149988.0553013822;180916.71504014794;1;193815.23068273297;173662.3560889992;173571.8122167537
958;20;5;5;0.0;417.0;0.0;640.0;1057.0;0;0;1057;0.0;0.0;1;0;3;2.0;0;0;0;0;0;0;0;45;45;3;2;3;3;3;3;1;3;1;3;5.0;3;7.0;0;3;3;3;2;132000.0;0;0;1;0;0;0;1;0;0;0;1;136294.66204531345;184283.76059441062;180567.01516181018;0;0;0;0;175769.99930009045;220001.57367063555;180535.32224185904;148340.0441358183;149588.95982022758;1;0;148289.4057525532;181527.22741330994;1;131590.3499678491;172119.47156783525;173220.58315674734
959;20;7;5;0.0;699.0;0.0;638.0;1337.0;0;0;1337;1.0;0.0;2;0;3;2.0;0;39;0;0;0;0;0;4;4;3;2;4;3;4;3;2;6;1;5;5.0;4;7.0;0;2;3;3;2;185000.0;0;0;1;0;0;0;1;0;0;0;1;202286.16231124362;184473.08855907852;183377.98941004561;0;0;0;0;175767.93236007623;174356.42416659344;179016.44164468505;214001.34582649524;214374.53432217485;1;0;224023.17623392932;183161.52174021868;1;192844.51165360695;175124.62591128194;176228.46584597722
960;160;7;5;0.0;604.0;0.0;92.0;696.0;720;0;1416;1.0;0.0;2;1;3;2.0;0;44;0;0;0;0;0;11;11;3;2;4;3;4;3;1;5;1;5;5.0;4;7.0;0;1;3;3;2;155000.0;1;0;0;0;0;0;1;0;1;0;0;229831.2606740418;183141.24001056375;180773.03390861815;0;0;1;0;212387.46918062825;217422.36070496406;177743.5500227515;150352.39348010244;150108.30262502507;1;0;226739.53043253868;182031.34626636907;1;133668.10408773506;171868.32272060183;173393.56472954724
961;20;5;7;0.0;696.0;0.0;162.0;858.0;0;0;858;1.0;0.0;1;0;2;0.0;117;0;0;0;0;0;0;52;2;2;2;3;4;3;3;4;4;1;4;5.0;3;7.0;0;0;0;0;2;116500.0;0;0;1;0;0;0;1;0;0;0;1;126500.38211259054;182549.69507064403;180138.51529107153;0;0;0;0;176781.0558869624;172434.72316858004;179615.51962931143;151098.2046022561;169556.2409062536;1;0;148734.0129289752;183325.78774926122;1;194861.97811765491;171767.97121890777;174859.2687541841
962;60;6;7;424.0;896.0;0.0;434.0;1330.0;1330;0;2872;1.0;0.0;2;1;4;2.0;550;282;0;0;0;0;0;31;13;2;2;3;4;4;4;1;5;1;3;5.0;3;7.0;3;3;3;3;2;272000.0;0;0;1;0;0;0;1;0;0;0;0;188222.2212106783;212826.7299163388;180997.62759746888;0;0;0;0;209636.0371212257;172113.09230427476;179004.46477811495;161779.23534859484;167043.83457132117;1;0;146865.9100343965;180109.07220666076;1;194003.2190110718;172764.330942466;175213.47440693076
963;160;6;6;0.0;556.0;0.0;248.0;804.0;744;0;1548;1.0;0.0;2;1;3;2.0;48;0;0;0;0;0;0;31;31;3;2;3;3;4;3;1;5;1;3;5.0;4;7.0;3;1;3;3;2;155000.0;0;0;1;0;0;0;1;0;0;0;0;142418.08535984386;186302.541901978;182233.29397885484;0;0;0;1;211451.54591278822;171142.6691331971;180477.76640044618;176876.85244546318;123216.17872106872;1;0;152157.99330294554;181160.15284924532;1;134771.42136964478;173594.08467054437;174898.717748703
964;20;9;5;0.0;0.0;0.0;1800.0;1800.0;0;0;1800;0.0;0.0;2;0;2;2.0;288;136;0;0;0;0;0;2;2;2;2;4;3;5;3;1;1;1;5;5.0;5;7.0;0;3;3;3;2;239000.0;0;0;1;0;0;0;1;0;0;0;0;198495.61321324456;185501.8328227955;182485.6053207886;0;0;0;0;174532.05135829037;171996.67767152327;181681.6099995913;214471.85169139248;214151.5444765614;1;0;224955.67060817932;181750.03922141407;1;193413.8125401266;173504.49991516455;175294.2638341234
965;60;7;5;44.0;624.0;0.0;193.0;817.0;1070;0;1894;1.0;0.0;2;1;4;2.0;0;40;0;0;0;0;0;8;7;3;2;4;3;4;3;1;6;1;5;5.0;4;7.0;4;3;3;3;2;214900.0;0;0;1;0;0;0;1;0;0;0;0;243656.2757586919;182997.7623070877;180875.15743095984;0;0;0;0;209097.96258806816;169042.8234473836;178596.9985959589;213907.01956580605;214504.54472643812;1;0;223164.3942675199;181622.6711922733;1;256117.9512247604;172686.2596202355;175324.0613621476
966;60;6;5;0.0;0.0;0.0;783.0;783.0;701;0;1484;0.0;0.0;2;1;3;2.0;0;72;0;0;0;0;0;2;0;3;2;4;3;4;3;1;1;1;5;5.0;4;7.0;4;3;3;3;2;178900.0;0;0;1;0;0;0;1;0;0;0;1;194439.57641517252;186099.48118733094;180965.37325392666;0;0;0;0;208086.30561211533;171876.80590746336;179592.26557272812;211987.6512303038;215321.6634989825;1;0;223634.02363576036;181569.755962268;1;195471.28151188686;276524.22842297703;276141.19697663607
967;50;5;7;0.0;428.0;0.0;300.0;728.0;332;0;1308;1.0;0.0;1;1;2;1.0;0;70;0;0;0;0;0;69;59;2;2;4;4;3;2;1;3;1;5;5.0;3;5.0;3;1;3;3;2;160000.0;0;0;1;0;1;0;0;0;0;0;1;215500.57805710353;183010.02534072805;180056.34260772014;0;0;0;0;145032.01202234547;171331.38518106594;178375.71600101347;151954.13744368756;151014.6104072938;1;0;131181.88461488797;183227.5574262273;1;134752.55454980297;173327.5343688892;174061.9544327066
968;20;5;7;151.0;902.0;0.0;196.0;1098.0;0;0;1098;1.0;0.0;1;0;3;1.0;0;0;0;0;0;0;0;53;53;2;2;3;3;3;3;1;5;1;3;5.0;3;7.0;0;1;3;3;2;135000.0;0;0;1;0;0;0;1;0;0;0;1;144992.01182419527;185994.27768617557;182451.3566316726;0;0;0;0;174086.03633295125;219045.22390733685;177872.32844063404;151186.38867764102;150765.45065511984;1;0;149274.42127671826;181189.9168313246;1;194406.6834553328;172448.47954788312;175168.05726635217
969;50;3;6;0.0;0.0;0.0;600.0;600.0;368;0;968;0.0;0.0;1;0;2;0.0;0;0;0;0;0;0;0;99;59;3;2;3;3;3;3;1;1;1;2;5.0;3;7.0;0;0;0;0;2;37900.0;0;0;0;1;0;0;1;0;0;0;1;129671.4056976553;184733.49762087478;179435.31063980595;0;0;0;0;143029.41145346806;172266.2079655642;181129.1277158776;212484.8434498623;216997.39382317697;1;0;131392.56912024465;81480.09710966711;0;195014.04119996683;175289.8955120227;139483.88607916396
970;190;6;5;105.0;513.0;0.0;75.0;588.0;0;0;1095;1.0;0.0;1;0;2;1.0;0;0;0;0;0;0;0;48;48;3;2;3;2;3;3;4;5;1;3;5.0;3;7.0;0;2;3;3;2;140000.0;0;0;1;0;0;0;1;0;0;0;1;146195.1165220216;186776.10845964742;181697.82947664818;1;0;0;0;167871.58836245767;216772.35936213366;181409.00051388342;166262.96940497338;170365.2407060154;1;0;150210.21428693333;182787.0590556554;1;194578.00854316723;137352.16071954553;175834.93027793115
